-2.1558918075128,-1.71142646158539,-1.26801832090531,-1.47061512057182,-1.48224986800477,1.56435995224479,-2.25075708159507
-1.94663947891768,-1.18563034999611,-1.93137536346464,-1.41308496647467,-1.38760428785506,1.65927717956366,-2.20193909454584
-2.09258591702076,-1.36417347951056,-1.66268382995977,-1.43751301771902,-1.35875709487878,1.53857920392361,-2.2269330842226
-2.16561763404379,-1.36127600736156,-1.63763170503415,-1.62011030638993,-1.74508273843528,1.24482306847194,-2.05410377863106
-1.97831332301726,-1.26727459652773,-1.9101588469862,-1.22714161045422,-0.831960949229257,1.75125927536359,-2.40528689706681
-2.02287936285356,-1.1347057716196,-2.01727105065535,-1.62162444037577,-1.32582701419658,1.2298430122996,-2.08942435126022
-2.13390818050461,-1.13780984278686,-1.9800835692325,-1.67507685425716,-1.13031500647846,0.820103408488777,-2.22496783503541
-1.20334108542428,-1.31569168113845,-1.96402677308614,-1.64500164889132,-1.21561019893861,1.41111935035358,-1.25055578392222
-1.16042491094636,-1.41379384579977,-2.0322501951113,-1.6787764856318,-1.28457649388383,1.3099369130583,-1.1552651422512
-1.02497922149697,-1.44918353655054,-2.01695547071971,-1.48352884288668,-1.29311650185798,1.37938502206615,-1.19087726805405
-1.16785086702507,-1.52144750509241,-1.94977721016841,-1.47909834565433,-1.22414123833875,1.14315664919294,-1.36570193055799
-1.10537051709221,-1.50955513044933,-1.9558391080866,-1.54651398323649,-1.70546577043983,1.31927855228641,-1.0922017473773
-0.944879224400512,-1.49032803774779,-1.85160262851131,-1.65581597620089,-1.68253413902314,1.43151560971483,-0.814006700871824
-0.974269951714002,-1.54116011244921,-1.81398220385251,-1.59180498047778,-1.43064679682993,1.43821132657662,-0.945295907893919
-0.966174704305847,-1.64686870500208,-1.7330053926258,-1.53219232064533,-1.41426082856871,1.686189332775,-0.974446116693761
-0.677708875083554,-1.73287641532893,-1.64741510740022,-1.5729501185272,-1.41999888194183,1.70022761871098,-0.663075945281702
-0.781560562289842,-1.71329754666967,-1.65905570487919,-1.81578309528381,-1.90008164849695,1.34110612666641,-0.48347351977928
